id,text,category,binary_label,severity,language,source
14197,again the group keeps mocking what happened to you right now,rumor_mockery,1,high,en,synthetic_template_v1
14198,honestly say that again and make yourself look foolish,provocation,1,medium,en,synthetic_template_v1
14199,Seriously everyone knows you lied about the code,rumor_mockery,1,high,en,synthetic_template_v1
14200,really please share your drawing when you are free today,normal,0,none,en,synthetic_template_v1
14201,everyone heard that you ruined the research online,rumor_mockery,1,high,en,synthetic_template_v1
14202,honestly you embarrassed yourself with that message in this group,humiliation,1,high,en,synthetic_template_v1
14203,listen you are too foolish to understand this comment online,academic_attack,1,medium,en,synthetic_template_v1
14204,listen you will never complete this project correctly online,academic_attack,1,medium,en,synthetic_template_v1
14205,listen you are completely terrible online,general_abuse,1,medium,en,synthetic_template_v1
14206,really nobody should work with you on the project in this group,exclusion,1,medium,en,synthetic_template_v1
14207,really you will never complete this idea correctly online,academic_attack,1,medium,en,synthetic_template_v1
14208,we will keep reporting every drawing you post today,harassment,1,high,en,synthetic_template_v1
14209,really get lost you incompetent,general_abuse,1,medium,en,synthetic_template_v1
14210,seriously your effort on this presentation is appreciated online,normal,0,none,en,synthetic_template_v1
14211,listen you are completely embarrassing right now,general_abuse,1,medium,en,synthetic_template_v1
14212,that picture makes you look ridiculous today,appearance_attack,1,high,en,synthetic_template_v1
14213,Really this is the most poor idea here online,insult,1,medium,en,synthetic_template_v1
14214,well done and keep learning online,normal,0,none,en,synthetic_template_v1
14215,Again you embarrassed yourself with that design right now.,humiliation,1,high,en,synthetic_template_v1
14216,listen you are too annoying to understand this code every time,academic_attack,1,medium,en,synthetic_template_v1
14217,Honestly the group keeps mocking what happened to you,rumor_mockery,1,high,en,synthetic_template_v1
14218,seriously nobody cares about your research right now,general_abuse,1,medium,en,synthetic_template_v1
14219,really nobody cares about your answer right now,general_abuse,1,medium,en,synthetic_template_v1
14220,honestly you always give hopeless answers,insult,1,medium,en,synthetic_template_v1
14221,really everyone heard that you ruined the opinion in this group,rumor_mockery,1,high,en,synthetic_template_v1
14222,Try again so everyone can laugh online,provocation,1,medium,en,synthetic_template_v1
14223,seriously thank you for your well prepared message online,normal,0,none,en,synthetic_template_v1
14224,again people will remember this embarrassing assignment today,humiliation,1,high,en,synthetic_template_v1
14225,Really get lost you foolish right now.,general_abuse,1,medium,en,synthetic_template_v1
14226,seriously everyone is tired of seeing your opinion right now,harassment,1,high,en,synthetic_template_v1
14227,seriously what a hopeless thing to say every time,insult,1,medium,en,synthetic_template_v1
14228,Great job on the post every time.,normal,0,none,en,synthetic_template_v1
14229,post another embarrassing research for us to mock right now,provocation,1,medium,en,synthetic_template_v1
14230,honestly everyone is tired of seeing your drawing every time,harassment,1,high,en,synthetic_template_v1
14231,listen thank you for your clear drawing in this group,normal,0,none,en,synthetic_template_v1
14232,thank you for your thoughtful research,normal,0,none,en,synthetic_template_v1
14233,you sound ridiculous in this research every time,insult,1,medium,en,synthetic_template_v1
14234,Really keep talking and show everyone how annoying you are online,provocation,1,medium,en,synthetic_template_v1
14235,again your answer is useful,normal,0,none,en,synthetic_template_v1
14236,your project is completely worthless in this group,insult,1,medium,en,synthetic_template_v1
14237,Really you look awkward in that photo every time!,appearance_attack,1,high,en,synthetic_template_v1
14238,get lost you annoying every time,general_abuse,1,medium,en,synthetic_template_v1
14239,Really your code is the worst in the class.,academic_attack,1,medium,en,synthetic_template_v1
14240,really get lost you stupid today,general_abuse,1,medium,en,synthetic_template_v1
14241,listen great job on the assignment,normal,0,none,en,synthetic_template_v1
14242,seriously we will keep reporting every idea you post online,harassment,1,high,en,synthetic_template_v1
14243,Again this is the most hopeless answer here,insult,1,medium,en,synthetic_template_v1
14244,again nobody should work with you on the assignment right now,exclusion,1,medium,en,synthetic_template_v1
14245,Seriously your effort on this assignment is appreciated every time!,normal,0,none,en,synthetic_template_v1
14246,Again everyone is tired of seeing your message online!,harassment,1,high,en,synthetic_template_v1
14247,nobody cares about your post right now,general_abuse,1,medium,en,synthetic_template_v1
14248,listen your appearance looks nonsense in that photo right now,appearance_attack,1,high,en,synthetic_template_v1
14249,Again this research was useful and interesting online!,normal,0,none,en,synthetic_template_v1
14250,really your appearance looks poor in that photo in this group,appearance_attack,1,high,en,synthetic_template_v1
14251,Honestly this post made you look ridiculous online.,humiliation,1,high,en,synthetic_template_v1
14252,listen post another terrible answer for us to mock today,provocation,1,medium,en,synthetic_template_v1
14253,seriously keep away from our group conversations right now,harassment,1,high,en,synthetic_template_v1
14254,honestly post another useless opinion for us to mock right now,provocation,1,medium,en,synthetic_template_v1
14255,honestly nobody cares about your answer today,general_abuse,1,medium,en,synthetic_template_v1
14256,honestly you always give awful answers,insult,1,medium,en,synthetic_template_v1
14257,i really liked your post right now,normal,0,none,en,synthetic_template_v1
14258,seriously everyone is tired of seeing your answer every time,harassment,1,high,en,synthetic_template_v1
14259,Honestly your message is a joke to everyone every time!,humiliation,1,high,en,synthetic_template_v1
14260,your idea is a joke to everyone,humiliation,1,high,en,synthetic_template_v1
14261,really nobody cares about your code in this group,general_abuse,1,medium,en,synthetic_template_v1
14262,Again we do not want you in this discussion every time.,harassment,1,high,en,synthetic_template_v1
14263,seriously that was a very worthless response in this group,insult,1,medium,en,synthetic_template_v1
14264,really nobody should work with you on the assignment,exclusion,1,medium,en,synthetic_template_v1
14265,honestly everyone knows you lied about the research right now,rumor_mockery,1,high,en,synthetic_template_v1
14266,seriously post another hopeless report for us to mock today,provocation,1,medium,en,synthetic_template_v1
14267,listen post another useless message for us to mock right now,provocation,1,medium,en,synthetic_template_v1
14268,listen keep talking and show everyone how ridiculous you are,provocation,1,medium,en,synthetic_template_v1
14269,Honestly you always fail at basic tasks every time!,academic_attack,1,medium,en,synthetic_template_v1
14270,Listen nobody wants to hear from you here,harassment,1,high,en,synthetic_template_v1
14271,really shut up and stop being so clueless online,general_abuse,1,medium,en,synthetic_template_v1
14272,seriously your message makes no sense at all right now,insult,1,medium,en,synthetic_template_v1
14273,again keep talking and show everyone how incompetent you are online,provocation,1,medium,en,synthetic_template_v1
14274,again people say your presentation was copied every time,rumor_mockery,1,high,en,synthetic_template_v1
14275,really you always give worthless answers online,insult,1,medium,en,synthetic_template_v1
